ModuleField,HelpField,HelpID,PageHelpID,FieldType
DefFormat+Previous+Previous Underpin (#ACW),DefFormat_Previous+Format+Columns,3163,2026,Format
DefFormat+Previous+Previous Pre 1988 GMP (#GMP0),DefFormat_Previous+Format+Columns,3163,2026,Format
DefFormat+Previous+Previous Post 1988 GMP (#GMPE0),DefFormat_Previous+Format+Columns,3163,2026,Format
DefFormat_Previous+Migrate,DefFormat+Format+Import,3172,2026,Button
DefFormat_Previous+Display,DefFormat+Button+Display,3171,2026,Button
DefFormat_Previous+SaveAs,DefFormat+Button+SaveAs,3160,2026,Button
DefFormat_Previous+Save,DefFormat+Button+SaveOne,3159,2026,Button
DefFormat_Previous+Quit,DefFormat+Button+Quit,3158,2026,Button
DefFormat_Previous+Migrate,DefFormat+Format+Import,3172,2026,Button
DefFormat_Previous+Display,DefFormat+Button+Display,3171,2026,Button
DefFormat_Previous+SaveAs,DefFormat+Button+SaveAs,3160,2026,Button
DefFormat_Previous+Save,DefFormat+Button+SaveOne,3159,2026,Button
DefFormat_Previous+Quit,DefFormat+Button+Quit,3158,2026,Button
DefFormat+Non_Standard,DefFormat+Non_Standard,0,2027,Page
DefFormat+Non_Standard+Variable Name,DefFormat_Non_Standard+ActFormat+NonSVarName,3164,2027,F1SSCol
DefFormat+Non_Standard+Current From,DefFormat_Non_Standard+ActFormat+NonSFromTo,3165,2027,F1SSCol
DefFormat+Non_Standard+Current To,DefFormat_Non_Standard+ActFormat+NonSFromTo,3165,2027,F1SSCol
DefFormat+Non_Standard+Previous From,DefFormat_Non_Standard+ActFormat+pNonSFromTo,3166,2027,F1SSCol
DefFormat+Non_Standard+Previous To,DefFormat_Non_Standard+ActFormat+pNonSFromTo,3166,2027,F1SSCol
DefFormat+Non_Standard+Description,DefFormat_Non_Standard+ActFormat+NonSDesc,3167,2027,F1SSCol
DefFormat+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2027,F1SSHelp
DefFormat+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2027,F1SSHelp
DefFormat+Non_Standard+Variable Name,DefFormat_Non_Standard+ActFormat+NonSVarName,3164,2027,F1SSCol
DefFormat+Non_Standard+From,DefFormat_Non_Standard+ActFormat+NonSFromTo,3165,2027,F1SSCol
DefFormat+Non_Standard+To,DefFormat_Non_Standard+ActFormat+NonSFromTo,3165,2027,F1SSCol
DefFormat+Non_Standard+Description,DefFormat_Non_Standard+ActFormat+NonSDesc,3167,2027,F1SSCol
DefFormat+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2027,F1SSHelp
DefFormat+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2027,F1SSHelp
DefFormat+Non_Standard+Variable Name,DefFormat_Non_Standard+ActFormat+NonSVarName,3164,2027,F1SSCol
DefFormat+Non_Standard+From,DefFormat_Non_Standard+ActFormat+NonSFromTo,3165,2027,F1SSCol
DefFormat+Non_Standard+To,DefFormat_Non_Standard+ActFormat+NonSFromTo,3165,2027,F1SSCol
DefFormat+Non_Standard+Date Format,DefFormat_Non_Standard+ActFormat+NonSFromTo,3165,2027,F1SSCol
DefFormat+Non_Standard+Description,DefFormat_Non_Standard+ActFormat+NonSDesc,3167,2027,F1SSCol
DefFormat+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2027,F1SSHelp
DefFormat+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2027,F1SSHelp
DefFormat_Non_Standard+Migrate,DefFormat+Format+Import,3172,2027,Button
DefFormat_Non_Standard+Display,DefFormat+Button+Display,3171,2027,Button
DefFormat_Non_Standard+SaveAs,DefFormat+Button+SaveAs,3160,2027,Button
DefFormat_Non_Standard+Save,DefFormat+Button+SaveOne,3159,2027,Button
DefFormat_Non_Standard+Quit,DefFormat+Button+Quit,3158,2027,Button
DefFormat+Validation,DefFormat+Validation,0,2028,Page
DefFormat+Validation+Import Validation Ranges,DefFormat_Validation+Button+GetValid,3168,2028,Button
DefFormat+Validation+Category,DefFormat_Validation+Format+Category,3169,2028,F1SSRow
DefFormat+Validation+Min. Age (Male),DefFormat_Validation+ActFormat+AgeRange,3170,2028,F1SSRow
DefFormat+Validation+Max. Age (Male),DefFormat_Validation+ActFormat+AgeRange,3170,2028,F1SSRow
DefFormat+Validation+Min. Age (Female),DefFormat_Validation+ActFormat+AgeRange,3170,2028,F1SSRow
DefFormat+Validation+Max. Age (Female),DefFormat_Validation+ActFormat+AgeRange,3170,2028,F1SSRow
DefFormat+Grid Help,ADDING_DELETING_ROWS.HTM,3155,2028,F1SSHelp
DefFormat+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2028,F1SSHelp
DefFormat_Validation+Migrate,DefFormat+Format+Import,3172,2028,Button
DefFormat_Validation+Display,DefFormat+Button+Display,3171,2028,Button
DefFormat_Validation+SaveAs,DefFormat+Button+SaveAs,3160,2028,Button
DefFormat_Validation+Save,DefFormat+Button+SaveOne,3159,2028,Button
DefFormat_Validation+Quit,DefFormat+Button+Quit,3158,2028,Button
PenFormat+Current,PenFormat+Current,0,2029,Page
PenFormat+Current+Last Column (lCol),PenFormat_Current+Format+RECL,3176,2029,Edit
PenFormat+Current+Pension Frequency,PenFormat_Current+Format+penfreq,3177,2029,Combo
PenFormat+Current+No Of Members (NOM),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Pensioner's Name (NAME),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Sex (SEX),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Date Of Birth (DOB),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Format,PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Member or Spouse (MEMORSP),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Leaving Service Date (LD),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Format,PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Category (CAT),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Date First Pension Commenced (DPC),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Format,PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Type of Pension (TOP),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Spouse's Date of Birth (SDOB),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Format,PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Marital Status (MS),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Pre 1988 GMP (GMP0),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Post 1988 GMP (GMPE0),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Date Ceased Pension (DOT),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Format,PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Mode Ceased Pension (MOT),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Benefit upon Termination (BOT),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat+Current+Total Pension Paid (TPP),PenFormat_Current+Format+Columns,3178,2029,Format
PenFormat_Current+Migrate,PenFormat+Format+Import,3187,2029,Button
PenFormat_Current+Display,PenFormat+Button+Display,3186,2029,Button
PenFormat_Current+SaveAs,PenFormat+Button+SaveAs,3175,2029,Button
PenFormat_Current+Save,PenFormat+Button+SaveOne,3174,2029,Button
PenFormat_Current+Quit,PenFormat+Button+Quit,3173,2029,Button
PenFormat+Previous,PenFormat+Previous,0,2030,Page
PenFormat+Previous+No Of Members (#NOM),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Pensioner's Name (#NAME),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Sex (#SEX),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Date Of Birth (#DOB),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Format,PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Member or Spouse (#MEMORSP),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Leaving Service Date (#LD),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Format,PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Category (#CAT),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Date First Pension Commenced (#DPC),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Format,PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Type of Pension (#TOP),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Spouse's Date of Birth (#SDOB),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Format,PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Marital Status (#MS),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Previous Pre 1988 GMP (#GMP0),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Previous Post 1988 GMP (#GMPE0),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Date Ceased Pension (#DOT),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Format,PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Mode Ceased Pension (#MOT),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Benefit upon Termination (#BOT),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat+Previous+Total Pension Paid (#TPP),PenFormat_Previous+Format+Columns,3178,2030,Format
PenFormat_Previous+Migrate,PenFormat+Format+Import,3187,2030,Button
PenFormat_Previous+Display,PenFormat+Button+Display,3186,2030,Button
PenFormat_Previous+SaveAs,PenFormat+Button+SaveAs,3175,2030,Button
PenFormat_Previous+Save,PenFormat+Button+SaveOne,3174,2030,Button
PenFormat_Previous+Quit,PenFormat+Button+Quit,3173,2030,Button
PenFormat_Previous+Migrate,PenFormat+Format+Import,3187,2030,Button
PenFormat_Previous+Display,PenFormat+Button+Display,3186,2030,Button
PenFormat_Previous+SaveAs,PenFormat+Button+SaveAs,3175,2030,Button
PenFormat_Previous+Save,PenFormat+Button+SaveOne,3174,2030,Button
PenFormat_Previous+Quit,PenFormat+Button+Quit,3173,2030,Button
PenFormat+Non_Standard,PenFormat+Non_Standard,0,2031,Page
PenFormat+Non_Standard+Variable Name,PenFormat_Non_Standard+ActFormat+NonSVarName,3179,2031,F1SSCol
PenFormat+Non_Standard+Current From,PenFormat_Non_Standard+ActFormat+NonSFromTo,3180,2031,F1SSCol
PenFormat+Non_Standard+Current To,PenFormat_Non_Standard+ActFormat+NonSFromTo,3180,2031,F1SSCol
PenFormat+Non_Standard+Previous From,PenFormat_Non_Standard+ActFormat+pNonSFromTo,3181,2031,F1SSCol
PenFormat+Non_Standard+Previous To,PenFormat_Non_Standard+ActFormat+pNonSFromTo,3181,2031,F1SSCol
PenFormat+Non_Standard+Description,PenFormat_Non_Standard+ActFormat+NonSDesc,3182,2031,F1SSCol
PenFormat+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2031,F1SSHelp
PenFormat+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2031,F1SSHelp
PenFormat+Non_Standard+Variable Name,PenFormat_Non_Standard+ActFormat+NonSVarName,3179,2031,F1SSCol
PenFormat+Non_Standard+From,PenFormat_Non_Standard+ActFormat+NonSFromTo,3180,2031,F1SSCol
PenFormat+Non_Standard+To,PenFormat_Non_Standard+ActFormat+NonSFromTo,3180,2031,F1SSCol
PenFormat+Non_Standard+Description,PenFormat_Non_Standard+ActFormat+NonSDesc,3182,2031,F1SSCol
PenFormat+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2031,F1SSHelp
PenFormat+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2031,F1SSHelp
PenFormat+Non_Standard+Variable Name,PenFormat_Non_Standard+ActFormat+NonSVarName,3179,2031,F1SSCol
PenFormat+Non_Standard+From,PenFormat_Non_Standard+ActFormat+NonSFromTo,3180,2031,F1SSCol
PenFormat+Non_Standard+To,PenFormat_Non_Standard+ActFormat+NonSFromTo,3180,2031,F1SSCol
PenFormat+Non_Standard+Date Format,PenFormat_Non_Standard+ActFormat+NonSFromTo,3180,2031,F1SSCol
PenFormat+Non_Standard+Description,PenFormat_Non_Standard+ActFormat+NonSDesc,3182,2031,F1SSCol
PenFormat+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2031,F1SSHelp
PenFormat+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2031,F1SSHelp
PenFormat_Non_Standard+Migrate,PenFormat+Format+Import,3187,2031,Button
PenFormat_Non_Standard+Display,PenFormat+Button+Display,3186,2031,Button
PenFormat_Non_Standard+SaveAs,PenFormat+Button+SaveAs,3175,2031,Button
PenFormat_Non_Standard+Save,PenFormat+Button+SaveOne,3174,2031,Button
PenFormat_Non_Standard+Quit,PenFormat+Button+Quit,3173,2031,Button
PenFormat+Validation,PenFormat+Validation,0,2032,Page
PenFormat+Validation+Import Validation Ranges,PenFormat_Validation+Button+GetValid,3183,2032,Button
PenFormat+Validation+Category,PenFormat_Validation+Format+Category,3184,2032,F1SSRow
PenFormat+Validation+Min. Age (Male),PenFormat_Validation+ActFormat+AgeRange,3185,2032,F1SSRow
PenFormat+Validation+Max. Age (Male),PenFormat_Validation+ActFormat+AgeRange,3185,2032,F1SSRow
PenFormat+Validation+Min. Age (Female),PenFormat_Validation+ActFormat+AgeRange,3185,2032,F1SSRow
PenFormat+Validation+Max. Age (Female),PenFormat_Validation+ActFormat+AgeRange,3185,2032,F1SSRow
PenFormat+Grid Help,ADDING_DELETING_ROWS.HTM,3155,2032,F1SSHelp
PenFormat+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2032,F1SSHelp
PenFormat_Validation+Migrate,PenFormat+Format+Import,3187,2032,Button
PenFormat_Validation+Display,PenFormat+Button+Display,3186,2032,Button
PenFormat_Validation+SaveAs,PenFormat+Button+SaveAs,3175,2032,Button
PenFormat_Validation+Save,PenFormat+Button+SaveOne,3174,2032,Button
PenFormat_Validation+Quit,PenFormat+Button+Quit,3173,2032,Button
Import_Format,Import_Format,0,2033,Dialog
Import_Format+Format Files,Import_Format+Import_Format+FormatFile,3190,2033,Combo
Import_Format+Format,Import_Format+Import_Format+Format,3191,2033,Listview
Import_Format+OK,Import_Format+Button+OK,3189,2033,Button
Import_Format+Cancel,Import_Format+Button+Cancel,3188,2033,Button
Import_Ranges,Import_Ranges,0,2034,Dialog
Import_Ranges+Saved Parameter Sets,Import_Ranges+Import_Ranges+SavedParms,3194,2034,Listview
Import_Ranges+OK,Import_Ranges+Button+OK,3193,2034,Button
Import_Ranges+Cancel,Import_Ranges+Button+Cancel,3192,2034,Button
Validation+Parameters,Validation+Parameters,0,2035,Page
Validation+Parameters+Previous Valuation Date,Validation_Parameters+Validation+BDATE,3199,2035,DateRel
Validation+Parameters+Current Valuation Date,Validation_Parameters+Validation+EDATE,3200,2035,DateRel
Validation+Parameters+Validation Data File(s),Validation_Parameters+FILES+InputFile,3201,2035,FileM
Validation+Parameters+Data Format,Validation_Parameters+FILES+Format,3202,2035,FormatParm
Validation+Parameters+Only Records with Errors or Warnings Listed,Validation_Parameters+Validation+PROPT,3203,2035,Check
Validation+Parameters+Include Warnings of Blank Numeric Fields,Validation_Parameters+Validation+Blank,3204,2035,Check
Validation_Parameters+Run,Validation+Button+Run,3198,2035,Button
Validation_Parameters+SaveAs,Validation+Button+SaveAs,3197,2035,Button
Validation_Parameters+Save,Validation+Button+SaveOne,3196,2035,Button
Validation_Parameters+Quit,Validation+Button+Quit,3195,2035,Button
Validation+Ranges,Validation+Ranges,0,2036,Page
Validation+Ranges+Import Validation Ranges,Validation_Ranges+Button+GetValid,3205,2036,Button
Validation+Ranges+Category,Validation_Ranges+Format+Category,3206,2036,F1SSRow
Validation+Ranges+Min. Age (Male),Validation_Ranges+ActFormat+AgeRange,3207,2036,F1SSRow
Validation+Ranges+Max. Age (Male),Validation_Ranges+ActFormat+AgeRange,3207,2036,F1SSRow
Validation+Ranges+Min. Age (Female),Validation_Ranges+ActFormat+AgeRange,3207,2036,F1SSRow
Validation+Ranges+Max. Age (Female),Validation_Ranges+ActFormat+AgeRange,3207,2036,F1SSRow
Validation+Ranges+Min. Salary,Validation_Ranges+ActFormat+SalRange,3208,2036,F1SSRow
Validation+Ranges+Max. Salary,Validation_Ranges+ActFormat+SalRange,3208,2036,F1SSRow
Validation+Grid Help,ADDING_DELETING_ROWS.HTM,3155,2036,F1SSHelp
Validation+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2036,F1SSHelp
Validation+Ranges+Category,Validation_Ranges+Format+Category,3206,2036,F1SSRow
Validation+Ranges+Min. Age (Male),Validation_Ranges+ActFormat+AgeRange,3207,2036,F1SSRow
Validation+Ranges+Max. Age (Male),Validation_Ranges+ActFormat+AgeRange,3207,2036,F1SSRow
Validation+Ranges+Min. Age (Female),Validation_Ranges+ActFormat+AgeRange,3207,2036,F1SSRow
Validation+Ranges+Max. Age (Female),Validation_Ranges+ActFormat+AgeRange,3207,2036,F1SSRow
Validation+Grid Help,ADDING_DELETING_ROWS.HTM,3155,2036,F1SSHelp
Validation+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2036,F1SSHelp
Validation+Ranges+Category,Validation_Ranges+Format+Category,3206,2036,F1SSRow
Validation+Ranges+Min. Age (Male),Validation_Ranges+ActFormat+AgeRange,3207,2036,F1SSRow
Validation+Ranges+Max. Age (Male),Validation_Ranges+ActFormat+AgeRange,3207,2036,F1SSRow
Validation+Ranges+Min. Age (Female),Validation_Ranges+ActFormat+AgeRange,3207,2036,F1SSRow
Validation+Ranges+Max. Age (Female),Validation_Ranges+ActFormat+AgeRange,3207,2036,F1SSRow
Validation+Grid Help,ADDING_DELETING_ROWS.HTM,3155,2036,F1SSHelp
Validation+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2036,F1SSHelp
Validation_Ranges+Run,Validation+Button+Run,3198,2036,Button
Validation_Ranges+SaveAs,Validation+Button+SaveAs,3197,2036,Button
Validation_Ranges+Save,Validation+Button+SaveOne,3196,2036,Button
Validation_Ranges+Quit,Validation+Button+Quit,3195,2036,Button
Data_Editor,Data_Editor,0,2037,Dialog
Data_Editor+Member Data File,Data_Editor+Data_Editor+fILENAME,3210,2037,File
Data_Editor+Data Format,Data_Editor+FILES+Format,3211,2037,FormatParm
Data_Editor+Current Field,Data_Editor+Data_Editor+Information,3212,2037,Edit
Data_Editor+Type of Field,Data_Editor+Data_Editor+Information,3212,2037,Edit
Data_Editor+Width of Field,Data_Editor+Data_Editor+Information,3212,2037,Edit
Data_Editor+Position of Field,Data_Editor+Data_Editor+Information,3212,2037,Edit
Data_Editor+Records,Data_Editor+Data_Editor+Information,3212,2037,Edit
Data_Editor+Search String,Data_Editor+Data_Editor+Information,3212,2037,Edit
Data_Editor+Page,Data_Editor+Data_Editor+Information,3212,2037,Edit
Data_Editor+Record,Data_Editor+Data_Editor+Information,3212,2037,Edit
Data_Editor+Pension Frequency,Data_Editor+Data_Editor+Information,3212,2037,Combo
Data_Editor+Cancel,Data_Editor+Data_Editor+Cancel,3218,2037,Button
Data_Editor+Save,Data_Editor+Data_Editor+Save,3217,2037,Button
Data_Editor+Find Next,Data_Editor+Data_Editor+Next,3216,2037,Button
Data_Editor+Data Notes,Data_Editor+Data_Editor+DataNote,3215,2037,Button
Data_Editor+Save As,Data_Editor+Data_Editor+Save,3214,2037,Button
Data_Editor+Edit,Data_Editor+Data_Editor+Edit,3213,2037,Button
Data_Editor+Quit,Data_Editor+Button+Quit,3209,2037,Button
Append_Records,Append_Records,0,2038,Dialog
Append_Records+Append,Append_Records+Append_Records+NoRecs,3221,2038,Edit
Append_Records+OK,Append_Records+Button+OK,3220,2038,Button
Append_Records+Cancel,Append_Records+Button+Cancel,3219,2038,Button
Change_Block,Change_Block,0,2039,Dialog
Change_Block+Replacement Text,Change_Block+Change_Block+Replace,3224,2039,Edit
Change_Block+Replacement Text,Change_Block+Change_Block+Replace,3224,2039,Date
Change_Block+Replacement Text,Change_Block+Change_Block+Replace,3224,2039,Edit
Change_Block+OK,Change_Block+Button+OK,3223,2039,Button
Change_Block+Cancel,Change_Block+Button+Cancel,3222,2039,Button
Replace,Replace,0,2040,Dialog
Replace+Replacement Text,Replace+Replace+Replace,3227,2040,Edit
Replace+Replacement Text,Replace+Replace+Replace,3227,2040,Date
Replace+Replacement Text,Replace+Replace+Replace,3227,2040,Edit
Replace+Search Text,Replace+Replace+Search,3228,2040,Edit
Replace+OK,Replace+Button+OK,3226,2040,Button
Replace+Cancel,Replace+Button+Cancel,3225,2040,Button
Find,Find,0,2041,Dialog
Find+Search Text,Find+Find+Search,3231,2041,Edit
Find+Find Text in,Find+Find+findopt,3232,2041,Options
Find+Ignore Case,Find+Find+caseopt,3233,2041,Check
Find+OK,Find+Button+OK,3230,2041,Button
Find+Cancel,Find+Button+Cancel,3229,2041,Button
Select,Select,0,2042,Dialog
Select+Num1,Select+Select+Range,3236,2042,Edit
Select+Date1,Select+Select+Range,3236,2042,Date
Select+Char1,Select+Select+Range,3236,2042,Edit
Select+Numeric Selections,Select+Select+Method,3237,2042,Options
